map_simple_use,premise_age,height_bucket,total_count,global_average_fc
Residential,"1919-1944,1990-1999",70-80m,0,
Residential,"1919-1944,1990-1999",8-9m,0,
Residential,"1919-1944,1990-1999",80-90m,0,
Residential,"1919-1944,1990-1999",9-10m,0,
Residential,"1919-1944,1990-1999",90-100m,0,
Residential,"1919-1944,Post 1999",0-2m,0,
Residential,"1919-1944,Post 1999",10-12m,0,
Residential,"1919-1944,Post 1999",100-200m,0,
Residential,"1919-1944,Post 1999",12-14m,0,
Residential,"1919-1944,Post 1999",14-16m,0,
Residential,"1919-1944,Post 1999",16-18m,0,
Residential,"1919-1944,Post 1999",18-20m,0,
Residential,"1919-1944,Post 1999",2-3m,0,
Residential,"1919-1944,Post 1999",20-25m,0,
Residential,"1919-1944,Post 1999",25-30m,0,
Residential,"1919-1944,Post 1999",3-4m,0,
Residential,"1919-1944,Post 1999",30-35m,0,
Residential,"1919-1944,Post 1999",35-40m,0,
Residential,"1919-1944,Post 1999",4-5m,0,
Residential,"1919-1944,Post 1999",40-45m,0,
Residential,"1919-1944,Post 1999",45-50m,0,
Residential,"1919-1944,Post 1999",5-6m,0,
Residential,"1919-1944,Post 1999",50-55m,0,
Residential,"1919-1944,Post 1999",55-60m,0,
Residential,"1919-1944,Post 1999",6-7m,0,
Residential,"1919-1944,Post 1999",60-70m,0,
Residential,"1919-1944,Post 1999",7-8m,0,
Residential,"1919-1944,Post 1999",70-80m,0,
Residential,"1919-1944,Post 1999",8-9m,0,
Residential,"1919-1944,Post 1999",80-90m,0,
Residential,"1919-1944,Post 1999",9-10m,0,
Residential,"1919-1944,Post 1999",90-100m,0,
Residential,"1919-1944,Pre 1919",0-2m,0,
Residential,"1919-1944,Pre 1919",10-12m,0,
Residential,"1919-1944,Pre 1919",100-200m,0,
Residential,"1919-1944,Pre 1919",12-14m,0,
Residential,"1919-1944,Pre 1919",14-16m,0,
Residential,"1919-1944,Pre 1919",16-18m,0,
Residential,"1919-1944,Pre 1919",18-20m,0,
Residential,"1919-1944,Pre 1919",2-3m,0,
Residential,"1919-1944,Pre 1919",20-25m,0,
Residential,"1919-1944,Pre 1919",25-30m,0,
Residential,"1919-1944,Pre 1919",3-4m,0,
Residential,"1919-1944,Pre 1919",30-35m,0,
Residential,"1919-1944,Pre 1919",35-40m,0,
Residential,"1919-1944,Pre 1919",4-5m,0,
Residential,"1919-1944,Pre 1919",40-45m,0,
Residential,"1919-1944,Pre 1919",45-50m,0,
Residential,"1919-1944,Pre 1919",5-6m,0,
Residential,"1919-1944,Pre 1919",50-55m,0,
Residential,"1919-1944,Pre 1919",55-60m,0,
Residential,"1919-1944,Pre 1919",6-7m,0,
Residential,"1919-1944,Pre 1919",60-70m,0,
Residential,"1919-1944,Pre 1919",7-8m,0,
Residential,"1919-1944,Pre 1919",70-80m,0,
Residential,"1919-1944,Pre 1919",8-9m,0,
Residential,"1919-1944,Pre 1919",80-90m,0,
Residential,"1919-1944,Pre 1919",9-10m,0,
Residential,"1919-1944,Pre 1919",90-100m,0,
Residential,"1919-1944,Pre 1919,Unknown date",0-2m,0,
Residential,"1919-1944,Pre 1919,Unknown date",10-12m,0,
Residential,"1919-1944,Pre 1919,Unknown date",100-200m,0,
Residential,"1919-1944,Pre 1919,Unknown date",12-14m,0,
Residential,"1919-1944,Pre 1919,Unknown date",14-16m,0,
Residential,"1919-1944,Pre 1919,Unknown date",16-18m,0,
Residential,"1919-1944,Pre 1919,Unknown date",18-20m,0,
Residential,"1919-1944,Pre 1919,Unknown date",2-3m,0,
Residential,"1919-1944,Pre 1919,Unknown date",20-25m,0,
Residential,"1919-1944,Pre 1919,Unknown date",25-30m,0,
Residential,"1919-1944,Pre 1919,Unknown date",3-4m,0,
Residential,"1919-1944,Pre 1919,Unknown date",30-35m,0,
Residential,"1919-1944,Pre 1919,Unknown date",35-40m,0,
Residential,"1919-1944,Pre 1919,Unknown date",4-5m,0,
Residential,"1919-1944,Pre 1919,Unknown date",40-45m,0,
Residential,"1919-1944,Pre 1919,Unknown date",45-50m,0,
Residential,"1919-1944,Pre 1919,Unknown date",5-6m,0,
Residential,"1919-1944,Pre 1919,Unknown date",50-55m,0,
Residential,"1919-1944,Pre 1919,Unknown date",55-60m,0,
Residential,"1919-1944,Pre 1919,Unknown date",6-7m,0,
Residential,"1919-1944,Pre 1919,Unknown date",60-70m,0,
Residential,"1919-1944,Pre 1919,Unknown date",7-8m,0,
Residential,"1919-1944,Pre 1919,Unknown date",70-80m,0,
Residential,"1919-1944,Pre 1919,Unknown date",8-9m,0,
Residential,"1919-1944,Pre 1919,Unknown date",80-90m,0,
Residential,"1919-1944,Pre 1919,Unknown date",9-10m,0,
Residential,"1919-1944,Pre 1919,Unknown date",90-100m,0,
Residential,"1919-1944,Unknown date",0-2m,0,
Residential,"1919-1944,Unknown date",10-12m,0,
Residential,"1919-1944,Unknown date",100-200m,0,
Residential,"1919-1944,Unknown date",12-14m,0,
Residential,"1919-1944,Unknown date",14-16m,0,
Residential,"1919-1944,Unknown date",16-18m,0,
Residential,"1919-1944,Unknown date",18-20m,0,
Residential,"1919-1944,Unknown date",2-3m,0,
Residential,"1919-1944,Unknown date",20-25m,0,
Residential,"1919-1944,Unknown date",25-30m,0,
Residential,"1919-1944,Unknown date",3-4m,0,
Residential,"1919-1944,Unknown date",30-35m,0,
Residential,"1919-1944,Unknown date",35-40m,0,
Residential,"1919-1944,Unknown date",4-5m,0,
Residential,"1919-1944,Unknown date",40-45m,0,
Residential,"1919-1944,Unknown date",45-50m,0,
Residential,"1919-1944,Unknown date",5-6m,0,
Residential,"1919-1944,Unknown date",50-55m,0,
Residential,"1919-1944,Unknown date",55-60m,0,
Residential,"1919-1944,Unknown date",6-7m,0,
Residential,"1919-1944,Unknown date",60-70m,0,
Residential,"1919-1944,Unknown date",7-8m,0,
Residential,"1919-1944,Unknown date",70-80m,0,
Residential,"1919-1944,Unknown date",8-9m,0,
Residential,"1919-1944,Unknown date",80-90m,0,
Residential,"1919-1944,Unknown date",9-10m,0,
Residential,"1919-1944,Unknown date",90-100m,0,
Residential,1945-1959,0-2m,0,
Residential,1945-1959,10-12m,104667,2.3458301088213096
Residential,1945-1959,100-200m,1,49.0
Residential,1945-1959,12-14m,11561,3.693365625810916
Residential,1945-1959,14-16m,3438,3.9444444444444446
Residential,1945-1959,16-18m,1502,4.3774966711051935
Residential,1945-1959,18-20m,823,5.177399756986635
Residential,1945-1959,2-3m,2,1.0
Residential,1945-1959,20-25m,673,5.509658246656761
Residential,1945-1959,25-30m,224,8.183035714285714
Residential,1945-1959,3-4m,1274,1.0
Residential,1945-1959,30-35m,95,10.957894736842105
Residential,1945-1959,35-40m,58,12.758620689655173
Residential,1945-1959,4-5m,11961,1.0
Residential,1945-1959,40-45m,17,13.411764705882353
Residential,1945-1959,45-50m,26,15.5
Residential,1945-1959,5-6m,193745,1.7023148984489922
Residential,1945-1959,50-55m,4,17.75
Residential,1945-1959,55-60m,6,18.0
Residential,1945-1959,6-7m,203486,1.9876944851242837
Residential,1945-1959,60-70m,2,23.5
Residential,1945-1959,7-8m,539247,2.014102999182193
Residential,1945-1959,70-80m,0,
Residential,1945-1959,8-9m,1681995,2.0210339507549073
Residential,1945-1959,80-90m,0,
Residential,1945-1959,9-10m,575023,2.04068185098683
Residential,1945-1959,90-100m,1,34.0
Residential,"1945-1959,1960-1979",0-2m,0,
Residential,"1945-1959,1960-1979",10-12m,0,
Residential,"1945-1959,1960-1979",100-200m,0,
Residential,"1945-1959,1960-1979",12-14m,0,
Residential,"1945-1959,1960-1979",14-16m,0,
Residential,"1945-1959,1960-1979",16-18m,0,
Residential,"1945-1959,1960-1979",18-20m,0,
Residential,"1945-1959,1960-1979",2-3m,0,
Residential,"1945-1959,1960-1979",20-25m,0,
Residential,"1945-1959,1960-1979",25-30m,0,
Residential,"1945-1959,1960-1979",3-4m,0,
Residential,"1945-1959,1960-1979",30-35m,0,
Residential,"1945-1959,1960-1979",35-40m,0,
Residential,"1945-1959,1960-1979",4-5m,0,
Residential,"1945-1959,1960-1979",40-45m,0,
Residential,"1945-1959,1960-1979",45-50m,0,
Residential,"1945-1959,1960-1979",5-6m,0,
Residential,"1945-1959,1960-1979",50-55m,0,
Residential,"1945-1959,1960-1979",55-60m,0,
Residential,"1945-1959,1960-1979",6-7m,0,
Residential,"1945-1959,1960-1979",60-70m,0,
Residential,"1945-1959,1960-1979",7-8m,0,
Residential,"1945-1959,1960-1979",70-80m,0,
Residential,"1945-1959,1960-1979",8-9m,0,
Residential,"1945-1959,1960-1979",80-90m,0,
Residential,"1945-1959,1960-1979",9-10m,0,
Residential,"1945-1959,1960-1979",90-100m,0,
Residential,"1945-1959,1980-1989",0-2m,0,
Residential,"1945-1959,1980-1989",10-12m,0,
Residential,"1945-1959,1980-1989",100-200m,0,
Residential,"1945-1959,1980-1989",12-14m,0,
Residential,"1945-1959,1980-1989",14-16m,0,
Residential,"1945-1959,1980-1989",16-18m,0,
Residential,"1945-1959,1980-1989",18-20m,0,
Residential,"1945-1959,1980-1989",2-3m,0,
Residential,"1945-1959,1980-1989",20-25m,0,
Residential,"1945-1959,1980-1989",25-30m,0,
Residential,"1945-1959,1980-1989",3-4m,0,
Residential,"1945-1959,1980-1989",30-35m,0,
Residential,"1945-1959,1980-1989",35-40m,0,
Residential,"1945-1959,1980-1989",4-5m,0,
Residential,"1945-1959,1980-1989",40-45m,0,
Residential,"1945-1959,1980-1989",45-50m,0,
Residential,"1945-1959,1980-1989",5-6m,0,
Residential,"1945-1959,1980-1989",50-55m,0,
Residential,"1945-1959,1980-1989",55-60m,0,
Residential,"1945-1959,1980-1989",6-7m,0,
Residential,"1945-1959,1980-1989",60-70m,0,
Residential,"1945-1959,1980-1989",7-8m,0,
Residential,"1945-1959,1980-1989",70-80m,0,
Residential,"1945-1959,1980-1989",8-9m,0,
Residential,"1945-1959,1980-1989",80-90m,0,
Residential,"1945-1959,1980-1989",9-10m,0,
Residential,"1945-1959,1980-1989",90-100m,0,
Residential,"1945-1959,1980-1989,Pre 1919",0-2m,0,
Residential,"1945-1959,1980-1989,Pre 1919",10-12m,0,
Residential,"1945-1959,1980-1989,Pre 1919",100-200m,0,
Residential,"1945-1959,1980-1989,Pre 1919",12-14m,0,
Residential,"1945-1959,1980-1989,Pre 1919",14-16m,0,
Residential,"1945-1959,1980-1989,Pre 1919",16-18m,0,
Residential,"1945-1959,1980-1989,Pre 1919",18-20m,0,
Residential,"1945-1959,1980-1989,Pre 1919",2-3m,0,
Residential,"1945-1959,1980-1989,Pre 1919",20-25m,0,
Residential,"1945-1959,1980-1989,Pre 1919",25-30m,0,
Residential,"1945-1959,1980-1989,Pre 1919",3-4m,0,
Residential,"1945-1959,1980-1989,Pre 1919",30-35m,0,
Residential,"1945-1959,1980-1989,Pre 1919",35-40m,0,
Residential,"1945-1959,1980-1989,Pre 1919",4-5m,0,
Residential,"1945-1959,1980-1989,Pre 1919",40-45m,0,
Residential,"1945-1959,1980-1989,Pre 1919",45-50m,0,
Residential,"1945-1959,1980-1989,Pre 1919",5-6m,0,
Residential,"1945-1959,1980-1989,Pre 1919",50-55m,0,
Residential,"1945-1959,1980-1989,Pre 1919",55-60m,0,
Residential,"1945-1959,1980-1989,Pre 1919",6-7m,0,
Residential,"1945-1959,1980-1989,Pre 1919",60-70m,0,
Residential,"1945-1959,1980-1989,Pre 1919",7-8m,0,
Residential,"1945-1959,1980-1989,Pre 1919",70-80m,0,
Residential,"1945-1959,1980-1989,Pre 1919",8-9m,0,
Residential,"1945-1959,1980-1989,Pre 1919",80-90m,0,
Residential,"1945-1959,1980-1989,Pre 1919",9-10m,0,
Residential,"1945-1959,1980-1989,Pre 1919",90-100m,0,
Residential,"1945-1959,1980-1989,Unknown date",0-2m,0,
Residential,"1945-1959,1980-1989,Unknown date",10-12m,0,
Residential,"1945-1959,1980-1989,Unknown date",100-200m,0,
Residential,"1945-1959,1980-1989,Unknown date",12-14m,0,
Residential,"1945-1959,1980-1989,Unknown date",14-16m,0,
Residential,"1945-1959,1980-1989,Unknown date",16-18m,0,
Residential,"1945-1959,1980-1989,Unknown date",18-20m,0,
Residential,"1945-1959,1980-1989,Unknown date",2-3m,0,
Residential,"1945-1959,1980-1989,Unknown date",20-25m,0,
Residential,"1945-1959,1980-1989,Unknown date",25-30m,0,
Residential,"1945-1959,1980-1989,Unknown date",3-4m,0,
Residential,"1945-1959,1980-1989,Unknown date",30-35m,0,
Residential,"1945-1959,1980-1989,Unknown date",35-40m,0,
Residential,"1945-1959,1980-1989,Unknown date",4-5m,0,
Residential,"1945-1959,1980-1989,Unknown date",40-45m,0,
Residential,"1945-1959,1980-1989,Unknown date",45-50m,0,
Residential,"1945-1959,1980-1989,Unknown date",5-6m,0,
Residential,"1945-1959,1980-1989,Unknown date",50-55m,0,
Residential,"1945-1959,1980-1989,Unknown date",55-60m,0,
Residential,"1945-1959,1980-1989,Unknown date",6-7m,0,
Residential,"1945-1959,1980-1989,Unknown date",60-70m,0,
Residential,"1945-1959,1980-1989,Unknown date",7-8m,0,
Residential,"1945-1959,1980-1989,Unknown date",70-80m,0,
Residential,"1945-1959,1980-1989,Unknown date",8-9m,0,
Residential,"1945-1959,1980-1989,Unknown date",80-90m,0,
Residential,"1945-1959,1980-1989,Unknown date",9-10m,0,
Residential,"1945-1959,1980-1989,Unknown date",90-100m,0,
Residential,"1945-1959,1990-1999",0-2m,0,
Residential,"1945-1959,1990-1999",10-12m,0,
Residential,"1945-1959,1990-1999",100-200m,0,
Residential,"1945-1959,1990-1999",12-14m,0,
Residential,"1945-1959,1990-1999",14-16m,0,
Residential,"1945-1959,1990-1999",16-18m,0,
Residential,"1945-1959,1990-1999",18-20m,0,
Residential,"1945-1959,1990-1999",2-3m,0,
Residential,"1945-1959,1990-1999",20-25m,0,
Residential,"1945-1959,1990-1999",25-30m,0,
Residential,"1945-1959,1990-1999",3-4m,0,
Residential,"1945-1959,1990-1999",30-35m,0,
Residential,"1945-1959,1990-1999",35-40m,0,
Residential,"1945-1959,1990-1999",4-5m,0,
Residential,"1945-1959,1990-1999",40-45m,0,
Residential,"1945-1959,1990-1999",45-50m,0,
Residential,"1945-1959,1990-1999",5-6m,0,
Residential,"1945-1959,1990-1999",50-55m,0,
Residential,"1945-1959,1990-1999",55-60m,0,
Residential,"1945-1959,1990-1999",6-7m,0,
Residential,"1945-1959,1990-1999",60-70m,0,
Residential,"1945-1959,1990-1999",7-8m,0,
Residential,"1945-1959,1990-1999",70-80m,0,
Residential,"1945-1959,1990-1999",8-9m,0,
Residential,"1945-1959,1990-1999",80-90m,0,
Residential,"1945-1959,1990-1999",9-10m,0,
Residential,"1945-1959,1990-1999",90-100m,0,
Residential,"1945-1959,1990-1999,Pre 1919",0-2m,0,
Residential,"1945-1959,1990-1999,Pre 1919",10-12m,0,
Residential,"1945-1959,1990-1999,Pre 1919",100-200m,0,
Residential,"1945-1959,1990-1999,Pre 1919",12-14m,0,
Residential,"1945-1959,1990-1999,Pre 1919",14-16m,0,
Residential,"1945-1959,1990-1999,Pre 1919",16-18m,0,
Residential,"1945-1959,1990-1999,Pre 1919",18-20m,0,
Residential,"1945-1959,1990-1999,Pre 1919",2-3m,0,
Residential,"1945-1959,1990-1999,Pre 1919",20-25m,0,
Residential,"1945-1959,1990-1999,Pre 1919",25-30m,0,
Residential,"1945-1959,1990-1999,Pre 1919",3-4m,0,
Residential,"1945-1959,1990-1999,Pre 1919",30-35m,0,
Residential,"1945-1959,1990-1999,Pre 1919",35-40m,0,
Residential,"1945-1959,1990-1999,Pre 1919",4-5m,0,
Residential,"1945-1959,1990-1999,Pre 1919",40-45m,0,
Residential,"1945-1959,1990-1999,Pre 1919",45-50m,0,
Residential,"1945-1959,1990-1999,Pre 1919",5-6m,0,
Residential,"1945-1959,1990-1999,Pre 1919",50-55m,0,
Residential,"1945-1959,1990-1999,Pre 1919",55-60m,0,
Residential,"1945-1959,1990-1999,Pre 1919",6-7m,0,
Residential,"1945-1959,1990-1999,Pre 1919",60-70m,0,
Residential,"1945-1959,1990-1999,Pre 1919",7-8m,0,
Residential,"1945-1959,1990-1999,Pre 1919",70-80m,0,
Residential,"1945-1959,1990-1999,Pre 1919",8-9m,0,
Residential,"1945-1959,1990-1999,Pre 1919",80-90m,0,
Residential,"1945-1959,1990-1999,Pre 1919",9-10m,0,
Residential,"1945-1959,1990-1999,Pre 1919",90-100m,0,
Residential,"1945-1959,Post 1999",0-2m,0,
Residential,"1945-1959,Post 1999",10-12m,0,
Residential,"1945-1959,Post 1999",100-200m,0,
Residential,"1945-1959,Post 1999",12-14m,0,
Residential,"1945-1959,Post 1999",14-16m,0,
Residential,"1945-1959,Post 1999",16-18m,0,
Residential,"1945-1959,Post 1999",18-20m,0,
Residential,"1945-1959,Post 1999",2-3m,0,
Residential,"1945-1959,Post 1999",20-25m,0,
Residential,"1945-1959,Post 1999",25-30m,0,
Residential,"1945-1959,Post 1999",3-4m,0,
Residential,"1945-1959,Post 1999",30-35m,0,
Residential,"1945-1959,Post 1999",35-40m,0,
Residential,"1945-1959,Post 1999",4-5m,0,
Residential,"1945-1959,Post 1999",40-45m,0,
Residential,"1945-1959,Post 1999",45-50m,0,
Residential,"1945-1959,Post 1999",5-6m,0,
Residential,"1945-1959,Post 1999",50-55m,0,
Residential,"1945-1959,Post 1999",55-60m,0,
Residential,"1945-1959,Post 1999",6-7m,0,
Residential,"1945-1959,Post 1999",60-70m,0,
Residential,"1945-1959,Post 1999",7-8m,0,
Residential,"1945-1959,Post 1999",70-80m,0,
Residential,"1945-1959,Post 1999",8-9m,0,
Residential,"1945-1959,Post 1999",80-90m,0,
Residential,"1945-1959,Post 1999",9-10m,0,
Residential,"1945-1959,Post 1999",90-100m,0,
Residential,"1945-1959,Post 1999,Unknown date",0-2m,0,
Residential,"1945-1959,Post 1999,Unknown date",10-12m,0,
Residential,"1945-1959,Post 1999,Unknown date",100-200m,0,
Residential,"1945-1959,Post 1999,Unknown date",12-14m,0,
Residential,"1945-1959,Post 1999,Unknown date",14-16m,0,
Residential,"1945-1959,Post 1999,Unknown date",16-18m,0,
Residential,"1945-1959,Post 1999,Unknown date",18-20m,0,
Residential,"1945-1959,Post 1999,Unknown date",2-3m,0,
Residential,"1945-1959,Post 1999,Unknown date",20-25m,0,
Residential,"1945-1959,Post 1999,Unknown date",25-30m,0,
Residential,"1945-1959,Post 1999,Unknown date",3-4m,0,
Residential,"1945-1959,Post 1999,Unknown date",30-35m,0,
Residential,"1945-1959,Post 1999,Unknown date",35-40m,0,
Residential,"1945-1959,Post 1999,Unknown date",4-5m,0,
Residential,"1945-1959,Post 1999,Unknown date",40-45m,0,
Residential,"1945-1959,Post 1999,Unknown date",45-50m,0,
Residential,"1945-1959,Post 1999,Unknown date",5-6m,0,
Residential,"1945-1959,Post 1999,Unknown date",50-55m,0,
Residential,"1945-1959,Post 1999,Unknown date",55-60m,0,
Residential,"1945-1959,Post 1999,Unknown date",6-7m,0,
Residential,"1945-1959,Post 1999,Unknown date",60-70m,0,
Residential,"1945-1959,Post 1999,Unknown date",7-8m,0,
Residential,"1945-1959,Post 1999,Unknown date",70-80m,0,
Residential,"1945-1959,Post 1999,Unknown date",8-9m,0,
Residential,"1945-1959,Post 1999,Unknown date",80-90m,0,
Residential,"1945-1959,Post 1999,Unknown date",9-10m,0,
Residential,"1945-1959,Post 1999,Unknown date",90-100m,0,
Residential,"1945-1959,Pre 1919",0-2m,0,
Residential,"1945-1959,Pre 1919",10-12m,0,
Residential,"1945-1959,Pre 1919",100-200m,0,
Residential,"1945-1959,Pre 1919",12-14m,0,
Residential,"1945-1959,Pre 1919",14-16m,0,
Residential,"1945-1959,Pre 1919",16-18m,0,
Residential,"1945-1959,Pre 1919",18-20m,0,
Residential,"1945-1959,Pre 1919",2-3m,0,
Residential,"1945-1959,Pre 1919",20-25m,0,
Residential,"1945-1959,Pre 1919",25-30m,0,
Residential,"1945-1959,Pre 1919",3-4m,0,
Residential,"1945-1959,Pre 1919",30-35m,0,
Residential,"1945-1959,Pre 1919",35-40m,0,
Residential,"1945-1959,Pre 1919",4-5m,0,
Residential,"1945-1959,Pre 1919",40-45m,0,
Residential,"1945-1959,Pre 1919",45-50m,0,
Residential,"1945-1959,Pre 1919",5-6m,0,
Residential,"1945-1959,Pre 1919",50-55m,0,
Residential,"1945-1959,Pre 1919",55-60m,0,
Residential,"1945-1959,Pre 1919",6-7m,0,
Residential,"1945-1959,Pre 1919",60-70m,0,
Residential,"1945-1959,Pre 1919",7-8m,0,
Residential,"1945-1959,Pre 1919",70-80m,0,
Residential,"1945-1959,Pre 1919",8-9m,0,
Residential,"1945-1959,Pre 1919",80-90m,0,
Residential,"1945-1959,Pre 1919",9-10m,0,
Residential,"1945-1959,Pre 1919",90-100m,0,
Residential,"1945-1959,Pre 1919,Unknown date",0-2m,0,
Residential,"1945-1959,Pre 1919,Unknown date",10-12m,0,
Residential,"1945-1959,Pre 1919,Unknown date",100-200m,0,
Residential,"1945-1959,Pre 1919,Unknown date",12-14m,0,
Residential,"1945-1959,Pre 1919,Unknown date",14-16m,0,
Residential,"1945-1959,Pre 1919,Unknown date",16-18m,0,
Residential,"1945-1959,Pre 1919,Unknown date",18-20m,0,
Residential,"1945-1959,Pre 1919,Unknown date",2-3m,0,
Residential,"1945-1959,Pre 1919,Unknown date",20-25m,0,
Residential,"1945-1959,Pre 1919,Unknown date",25-30m,0,
Residential,"1945-1959,Pre 1919,Unknown date",3-4m,0,
Residential,"1945-1959,Pre 1919,Unknown date",30-35m,0,
Residential,"1945-1959,Pre 1919,Unknown date",35-40m,0,
Residential,"1945-1959,Pre 1919,Unknown date",4-5m,0,
Residential,"1945-1959,Pre 1919,Unknown date",40-45m,0,
Residential,"1945-1959,Pre 1919,Unknown date",45-50m,0,
Residential,"1945-1959,Pre 1919,Unknown date",5-6m,0,
Residential,"1945-1959,Pre 1919,Unknown date",50-55m,0,
Residential,"1945-1959,Pre 1919,Unknown date",55-60m,0,
Residential,"1945-1959,Pre 1919,Unknown date",6-7m,0,
Residential,"1945-1959,Pre 1919,Unknown date",60-70m,0,
Residential,"1945-1959,Pre 1919,Unknown date",7-8m,0,
Residential,"1945-1959,Pre 1919,Unknown date",70-80m,0,
Residential,"1945-1959,Pre 1919,Unknown date",8-9m,0,
Residential,"1945-1959,Pre 1919,Unknown date",80-90m,0,
Residential,"1945-1959,Pre 1919,Unknown date",9-10m,0,
Residential,"1945-1959,Pre 1919,Unknown date",90-100m,0,
Residential,"1945-1959,Unknown date",0-2m,0,
Residential,"1945-1959,Unknown date",10-12m,0,
Residential,"1945-1959,Unknown date",100-200m,0,
Residential,"1945-1959,Unknown date",12-14m,0,
Residential,"1945-1959,Unknown date",14-16m,0,
Residential,"1945-1959,Unknown date",16-18m,0,
Residential,"1945-1959,Unknown date",18-20m,0,
Residential,"1945-1959,Unknown date",2-3m,0,
Residential,"1945-1959,Unknown date",20-25m,0,
Residential,"1945-1959,Unknown date",25-30m,0,
Residential,"1945-1959,Unknown date",3-4m,0,
Residential,"1945-1959,Unknown date",30-35m,0,
Residential,"1945-1959,Unknown date",35-40m,0,
Residential,"1945-1959,Unknown date",4-5m,0,
Residential,"1945-1959,Unknown date",40-45m,0,
Residential,"1945-1959,Unknown date",45-50m,0,
Residential,"1945-1959,Unknown date",5-6m,0,
Residential,"1945-1959,Unknown date",50-55m,0,
Residential,"1945-1959,Unknown date",55-60m,0,
Residential,"1945-1959,Unknown date",6-7m,0,
Residential,"1945-1959,Unknown date",60-70m,0,
Residential,"1945-1959,Unknown date",7-8m,0,
Residential,"1945-1959,Unknown date",70-80m,0,
Residential,"1945-1959,Unknown date",8-9m,0,
Residential,"1945-1959,Unknown date",80-90m,0,
Residential,"1945-1959,Unknown date",9-10m,0,
Residential,"1945-1959,Unknown date",90-100m,0,
Residential,1960-1979,0-2m,0,
Residential,1960-1979,10-12m,125380,2.587015472962195
Residential,1960-1979,100-200m,5,43.8
Residential,1960-1979,12-14m,21315,3.6376730002345767
Residential,1960-1979,14-16m,8428,3.9209776934029428
Residential,1960-1979,16-18m,3903,4.234947476300282
Residential,1960-1979,18-20m,1800,4.843333333333334
Residential,1960-1979,2-3m,1,1.0
Residential,1960-1979,20-25m,1782,5.531425364758698
Residential,1960-1979,25-30m,576,8.197916666666666
Residential,1960-1979,3-4m,1436,1.0
Residential,1960-1979,30-35m,636,10.349056603773585
Residential,1960-1979,35-40m,453,12.333333333333334
Residential,1960-1979,4-5m,18979,1.0
Residential,1960-1979,40-45m,309,13.818770226537216
Residential,1960-1979,45-50m,290,15.417241379310346
Residential,1960-1979,5-6m,261140,1.7309718924714712
Residential,1960-1979,50-55m,131,17.27480916030534
Residential,1960-1979,55-60m,86,19.348837209302324
Residential,1960-1979,6-7m,362882,1.994675955269206
Residential,1960-1979,60-70m,138,22.405797101449274
Residential,1960-1979,7-8m,590421,2.018520682699294
Residential,1960-1979,70-80m,38,24.236842105263158
Residential,1960-1979,8-9m,1828060,2.0293754034331477
Residential,1960-1979,80-90m,3,28.666666666666668
Residential,1960-1979,9-10m,650464,2.0829315688493137
Residential,1960-1979,90-100m,1,33.0
Residential,"1960-1979,1980-1989",0-2m,0,
Residential,"1960-1979,1980-1989",10-12m,0,
Residential,"1960-1979,1980-1989",100-200m,0,
Residential,"1960-1979,1980-1989",12-14m,0,
Residential,"1960-1979,1980-1989",14-16m,0,
Residential,"1960-1979,1980-1989",16-18m,0,
Residential,"1960-1979,1980-1989",18-20m,0,
Residential,"1960-1979,1980-1989",2-3m,0,
Residential,"1960-1979,1980-1989",20-25m,0,
Residential,"1960-1979,1980-1989",25-30m,0,
Residential,"1960-1979,1980-1989",3-4m,0,
Residential,"1960-1979,1980-1989",30-35m,0,
Residential,"1960-1979,1980-1989",35-40m,0,
Residential,"1960-1979,1980-1989",4-5m,0,
Residential,"1960-1979,1980-1989",40-45m,0,
Residential,"1960-1979,1980-1989",45-50m,0,
Residential,"1960-1979,1980-1989",5-6m,0,
Residential,"1960-1979,1980-1989",50-55m,0,
Residential,"1960-1979,1980-1989",55-60m,0,
Residential,"1960-1979,1980-1989",6-7m,0,
Residential,"1960-1979,1980-1989",60-70m,0,
Residential,"1960-1979,1980-1989",7-8m,0,
Residential,"1960-1979,1980-1989",70-80m,0,
Residential,"1960-1979,1980-1989",8-9m,0,
Residential,"1960-1979,1980-1989",80-90m,0,
Residential,"1960-1979,1980-1989",9-10m,0,
Residential,"1960-1979,1980-1989",90-100m,0,
Residential,"1960-1979,Pre 1919",0-2m,0,
Residential,"1960-1979,Pre 1919",10-12m,0,
Residential,"1960-1979,Pre 1919",100-200m,0,
Residential,"1960-1979,Pre 1919",12-14m,0,
Residential,"1960-1979,Pre 1919",14-16m,0,
Residential,"1960-1979,Pre 1919",16-18m,0,
Residential,"1960-1979,Pre 1919",18-20m,0,
Residential,"1960-1979,Pre 1919",2-3m,0,
Residential,"1960-1979,Pre 1919",20-25m,0,
Residential,"1960-1979,Pre 1919",25-30m,0,
Residential,"1960-1979,Pre 1919",3-4m,0,
Residential,"1960-1979,Pre 1919",30-35m,0,
Residential,"1960-1979,Pre 1919",35-40m,0,
Residential,"1960-1979,Pre 1919",4-5m,0,
Residential,"1960-1979,Pre 1919",40-45m,0,
Residential,"1960-1979,Pre 1919",45-50m,0,
Residential,"1960-1979,Pre 1919",5-6m,0,
Residential,"1960-1979,Pre 1919",50-55m,0,
Residential,"1960-1979,Pre 1919",55-60m,0,
Residential,"1960-1979,Pre 1919",6-7m,0,
Residential,"1960-1979,Pre 1919",60-70m,0,
Residential,"1960-1979,Pre 1919",7-8m,0,
Residential,"1960-1979,Pre 1919",70-80m,0,
