,map_simple_use,premise_age,premise_floor_count,weighted_average_height
4105,Non Residential,1980-1989,"2,5,Undetermined",18.3
4106,Non Residential,1980-1989,"2,6",26.327777777777776
4107,Non Residential,1980-1989,"2,6,8",27.1
4108,Non Residential,1980-1989,"2,6,9",42.9
4109,Non Residential,1980-1989,"2,7",14.1
4110,Non Residential,1980-1989,"2,7,8",39.400000000000006
4111,Non Residential,1980-1989,"2,8",32.949999999999996
4112,Non Residential,1980-1989,"2,9",37.7
4113,Non Residential,1980-1989,"2,Undetermined",14.373584905660381
4114,Non Residential,1980-1989,20,65.9375
4115,Non Residential,1980-1989,"20,6",75.66666666666667
4116,Non Residential,1980-1989,21,9.85
4117,Non Residential,1980-1989,22,65.16
4118,Non Residential,1980-1989,23,58.620000000000005
4119,Non Residential,1980-1989,24,13.7
4120,Non Residential,1980-1989,25,76.9
4121,Non Residential,1980-1989,"26,3",9.3
4122,Non Residential,1980-1989,"26,6",193.0
4123,Non Residential,1980-1989,27,53.550000000000004
4124,Non Residential,1980-1989,"27,6",103.4
4125,Non Residential,1980-1989,28,121.0
4126,Non Residential,1980-1989,"29,5",105.9
4127,Non Residential,1980-1989,3,12.707210513870526
4128,Non Residential,1980-1989,"3,37",32.0
4129,Non Residential,1980-1989,"3,4",17.06487603305785
4130,Non Residential,1980-1989,"3,4,5",21.310344827586206
4131,Non Residential,1980-1989,"3,4,5,6",21.05
4132,Non Residential,1980-1989,"3,4,5,7",38.0
4133,Non Residential,1980-1989,"3,4,6",34.7
4134,Non Residential,1980-1989,"3,4,6,7",37.0
4135,Non Residential,1980-1989,"3,4,6,9",30.3
4136,Non Residential,1980-1989,"3,4,6,Undetermined",26.7
4137,Non Residential,1980-1989,"3,4,Undetermined",23.35
4138,Non Residential,1980-1989,"3,40",16.2
4139,Non Residential,1980-1989,"3,5",20.335555555555555
4140,Non Residential,1980-1989,"3,5,6",30.0
4141,Non Residential,1980-1989,"3,5,7,8",37.7
4142,Non Residential,1980-1989,"3,6",21.85
4143,Non Residential,1980-1989,"3,6,7",37.0
4144,Non Residential,1980-1989,"3,7",30.025
4145,Non Residential,1980-1989,"3,7,8",30.0
4146,Non Residential,1980-1989,"3,8",32.099999999999994
4147,Non Residential,1980-1989,"3,9",34.43333333333333
4148,Non Residential,1980-1989,"3,Undetermined",20.02173913043478
4149,Non Residential,1980-1989,32,230.1
4150,Non Residential,1980-1989,"32,7",153.5
4151,Non Residential,1980-1989,33,155.9
4152,Non Residential,1980-1989,"33,9",155.9
4153,Non Residential,1980-1989,"36,6",110.0
4154,Non Residential,1980-1989,37,113.0
4155,Non Residential,1980-1989,4,16.067729112238105
4156,Non Residential,1980-1989,"4,5",20.371
4157,Non Residential,1980-1989,"4,5,6",22.068749999999998
4158,Non Residential,1980-1989,"4,5,6,7",12.5
4159,Non Residential,1980-1989,"4,5,6,7,8",42.9
4160,Non Residential,1980-1989,"4,5,7",21.7
4161,Non Residential,1980-1989,"4,50",235.1
4162,Non Residential,1980-1989,"4,6",27.132258064516126
4163,Non Residential,1980-1989,"4,6,7",25.26666666666667
4164,Non Residential,1980-1989,"4,6,8",38.7
4165,Non Residential,1980-1989,"4,7",40.225
4166,Non Residential,1980-1989,"4,8",33.67142857142857
4167,Non Residential,1980-1989,"4,9",22.3
4168,Non Residential,1980-1989,"4,Undetermined",23.661538461538463
4169,Non Residential,1980-1989,40,8.8
4170,Non Residential,1980-1989,41,190.0
4171,Non Residential,1980-1989,"44,5",19.1
4172,Non Residential,1980-1989,"47,6,7",193.0
4173,Non Residential,1980-1989,5,19.59237891737892
4174,Non Residential,1980-1989,"5,6",30.952
4175,Non Residential,1980-1989,"5,6,7",24.82
4176,Non Residential,1980-1989,"5,6,7,8",10.1
4177,Non Residential,1980-1989,"5,6,8",26.7
4178,Non Residential,1980-1989,"5,6,Undetermined",25.6
4179,Non Residential,1980-1989,"5,7",36.6375
4180,Non Residential,1980-1989,"5,7,8",23.5
4181,Non Residential,1980-1989,"5,8",33.21666666666667
4182,Non Residential,1980-1989,"5,9",37.93333333333333
4183,Non Residential,1980-1989,"5,Undetermined",26.324999999999996
4184,Non Residential,1980-1989,50,8.3
4185,Non Residential,1980-1989,6,25.485545335085416
4186,Non Residential,1980-1989,"6,7",34.74117647058823
4187,Non Residential,1980-1989,"6,7,8",31.6
4188,Non Residential,1980-1989,"6,7,8,9",50.6
4189,Non Residential,1980-1989,"6,7,9",29.45
4190,Non Residential,1980-1989,"6,8",46.107692307692304
4191,Non Residential,1980-1989,"6,9",33.6
4192,Non Residential,1980-1989,"6,Undetermined",28.35
4193,Non Residential,1980-1989,64,3.5
4194,Non Residential,1980-1989,7,31.638630136986308
4195,Non Residential,1980-1989,"7,8",42.675
4196,Non Residential,1980-1989,"7,8,9",46.8
4197,Non Residential,1980-1989,"7,9",36.15714285714286
4198,Non Residential,1980-1989,"7,Undetermined",22.799999999999997
4199,Non Residential,1980-1989,74,8.966666666666667
4200,Non Residential,1980-1989,8,33.485123966942155
4201,Non Residential,1980-1989,"8,9",33.554545454545455
4202,Non Residential,1980-1989,82,17.1
4203,Non Residential,1980-1989,9,36.105785123966946
4204,Non Residential,1980-1989,91,14.5
4205,Non Residential,"1980-1989,1990-1999","1,2",15.066666666666668
4206,Non Residential,"1980-1989,1990-1999","10,9",86.9
4207,Non Residential,"1980-1989,1990-1999",2,11.75
4208,Non Residential,"1980-1989,1990-1999","2,3",17.3
4209,Non Residential,"1980-1989,1990-1999","5,6",29.7
4210,Non Residential,"1980-1989,1990-1999,Pre 1919","1,2",8.95
4211,Non Residential,"1980-1989,1990-1999,Pre 1919","1,2,3,4",18.6
4212,Non Residential,"1980-1989,1990-1999,Pre 1919","2,3,4",24.6
4213,Non Residential,"1980-1989,1990-1999,Unknown date","1,Undetermined",41.5
4214,Non Residential,"1980-1989,Post 1999","1,2,3",16.0
4215,Non Residential,"1980-1989,Post 1999","1,3",16.4
4216,Non Residential,"1980-1989,Post 1999","1,8",5.4
4217,Non Residential,"1980-1989,Post 1999","12,7",67.8
4218,Non Residential,"1980-1989,Post 1999","16,9",71.5
4219,Non Residential,"1980-1989,Post 1999","2,3",11.899999999999999
4220,Non Residential,"1980-1989,Post 1999","45,6",150.1
4221,Non Residential,"1980-1989,Post 1999",5,100.65
4222,Non Residential,"1980-1989,Post 1999,Pre 1919","1,2,3",21.0
4223,Non Residential,"1980-1989,Post 1999,Pre 1919","1,2,3,4",14.8
4224,Non Residential,"1980-1989,Pre 1919",1,11.048843537414966
4225,Non Residential,"1980-1989,Pre 1919","1,10",13.3
4226,Non Residential,"1980-1989,Pre 1919","1,10,13,4,9",54.1
4227,Non Residential,"1980-1989,Pre 1919","1,10,2",8.7
4228,Non Residential,"1980-1989,Pre 1919","1,10,3",21.6
4229,Non Residential,"1980-1989,Pre 1919","1,10,6,Undetermined",55.7
4230,Non Residential,"1980-1989,Pre 1919","1,11",9.3
4231,Non Residential,"1980-1989,Pre 1919","1,12,20,4",77.6
4232,Non Residential,"1980-1989,Pre 1919","1,14,2",47.3
4233,Non Residential,"1980-1989,Pre 1919","1,2",11.171245165449074
4234,Non Residential,"1980-1989,Pre 1919","1,2,3",14.752551020408163
4235,Non Residential,"1980-1989,Pre 1919","1,2,3,4",16.191666666666666
4236,Non Residential,"1980-1989,Pre 1919","1,2,3,4,5",31.450000000000003
4237,Non Residential,"1980-1989,Pre 1919","1,2,3,4,5,6",34.0
4238,Non Residential,"1980-1989,Pre 1919","1,2,3,4,8",19.1
4239,Non Residential,"1980-1989,Pre 1919","1,2,3,4,Undetermined",29.9
4240,Non Residential,"1980-1989,Pre 1919","1,2,3,5",26.1
4241,Non Residential,"1980-1989,Pre 1919","1,2,3,8",25.2
4242,Non Residential,"1980-1989,Pre 1919","1,2,3,Undetermined",17.466666666666665
4243,Non Residential,"1980-1989,Pre 1919","1,2,4",22.770967741935483
4244,Non Residential,"1980-1989,Pre 1919","1,2,4,5",23.8
4245,Non Residential,"1980-1989,Pre 1919","1,2,4,5,6,Undetermined",26.0
4246,Non Residential,"1980-1989,Pre 1919","1,2,5",32.96666666666667
4247,Non Residential,"1980-1989,Pre 1919","1,2,6",38.55
4248,Non Residential,"1980-1989,Pre 1919","1,2,7",22.9
4249,Non Residential,"1980-1989,Pre 1919","1,2,8",32.2
4250,Non Residential,"1980-1989,Pre 1919","1,2,Undetermined",18.54
4251,Non Residential,"1980-1989,Pre 1919","1,20,3",12.1
4252,Non Residential,"1980-1989,Pre 1919","1,3",13.871815718157183
4253,Non Residential,"1980-1989,Pre 1919","1,3,4",20.027272727272727
4254,Non Residential,"1980-1989,Pre 1919","1,3,4,5",24.8
4255,Non Residential,"1980-1989,Pre 1919","1,3,4,5,6",36.2
4256,Non Residential,"1980-1989,Pre 1919","1,3,4,5,6,7",32.4
4257,Non Residential,"1980-1989,Pre 1919","1,3,4,6",32.1
4258,Non Residential,"1980-1989,Pre 1919","1,3,4,6,8,9",28.2
4259,Non Residential,"1980-1989,Pre 1919","1,3,5",21.55
4260,Non Residential,"1980-1989,Pre 1919","1,3,6",29.9
4261,Non Residential,"1980-1989,Pre 1919","1,3,7",27.2
4262,Non Residential,"1980-1989,Pre 1919","1,3,Undetermined",26.96666666666667
4263,Non Residential,"1980-1989,Pre 1919","1,4",19.49344262295082
4264,Non Residential,"1980-1989,Pre 1919","1,4,5",19.833333333333332
4265,Non Residential,"1980-1989,Pre 1919","1,4,6",38.5
4266,Non Residential,"1980-1989,Pre 1919","1,4,6,Undetermined",25.7
4267,Non Residential,"1980-1989,Pre 1919","1,4,7",35.0
4268,Non Residential,"1980-1989,Pre 1919","1,5",24.221428571428568
4269,Non Residential,"1980-1989,Pre 1919","1,6",30.214285714285715
4270,Non Residential,"1980-1989,Pre 1919","1,7",23.8
4271,Non Residential,"1980-1989,Pre 1919","1,7,8",11.5
4272,Non Residential,"1980-1989,Pre 1919","1,8",14.7
4273,Non Residential,"1980-1989,Pre 1919","1,Undetermined",11.085714285714287
4274,Non Residential,"1980-1989,Pre 1919","10,2",5.300000000000001
4275,Non Residential,"1980-1989,Pre 1919","10,2,3,5",50.8
4276,Non Residential,"1980-1989,Pre 1919","10,2,4,Undetermined",36.7
4277,Non Residential,"1980-1989,Pre 1919","10,5",41.4
4278,Non Residential,"1980-1989,Pre 1919","10,7",52.05
4279,Non Residential,"1980-1989,Pre 1919","11,3",38.65
4280,Non Residential,"1980-1989,Pre 1919","11,4",54.0
4281,Non Residential,"1980-1989,Pre 1919","11,5",46.3
4282,Non Residential,"1980-1989,Pre 1919","11,5,7",46.3
4283,Non Residential,"1980-1989,Pre 1919","11,6",57.7
4284,Non Residential,"1980-1989,Pre 1919","12,15,2,6",66.4
4285,Non Residential,"1980-1989,Pre 1919","12,2",40.25
4286,Non Residential,"1980-1989,Pre 1919","12,2,3,4,6",42.6
4287,Non Residential,"1980-1989,Pre 1919","12,21,5,6",93.1
4288,Non Residential,"1980-1989,Pre 1919","12,3",66.4
4289,Non Residential,"1980-1989,Pre 1919","12,3,4,5",55.5
4290,Non Residential,"1980-1989,Pre 1919","12,6",43.6
4291,Non Residential,"1980-1989,Pre 1919","13,7",49.6
4292,Non Residential,"1980-1989,Pre 1919","13,Undetermined",60.4
4293,Non Residential,"1980-1989,Pre 1919","14,2",47.0
4294,Non Residential,"1980-1989,Pre 1919","14,2,3,6",9.3
4295,Non Residential,"1980-1989,Pre 1919","14,29,5",48.0
4296,Non Residential,"1980-1989,Pre 1919","14,4,6",70.2
4297,Non Residential,"1980-1989,Pre 1919","14,5,6",21.7
4298,Non Residential,"1980-1989,Pre 1919","14,6,7,9",21.7
4299,Non Residential,"1980-1989,Pre 1919","14,7",70.2
4300,Non Residential,"1980-1989,Pre 1919","15,4",23.9
4301,Non Residential,"1980-1989,Pre 1919","19,3",95.8
4302,Non Residential,"1980-1989,Pre 1919",2,11.935927367055772
4303,Non Residential,"1980-1989,Pre 1919","2,20",14.7
4304,Non Residential,"1980-1989,Pre 1919","2,3",13.974203338391503
4305,Non Residential,"1980-1989,Pre 1919","2,3,4",18.90566037735849
4306,Non Residential,"1980-1989,Pre 1919","2,3,4,5",26.125
4307,Non Residential,"1980-1989,Pre 1919","2,3,4,5,6",40.2
4308,Non Residential,"1980-1989,Pre 1919","2,3,4,5,7,8",42.1
4309,Non Residential,"1980-1989,Pre 1919","2,3,4,6",27.8
4310,Non Residential,"1980-1989,Pre 1919","2,3,4,Undetermined",10.4
4311,Non Residential,"1980-1989,Pre 1919","2,3,5",21.4625
4312,Non Residential,"1980-1989,Pre 1919","2,3,5,6,7,8",34.9
4313,Non Residential,"1980-1989,Pre 1919","2,3,5,7",34.45
4314,Non Residential,"1980-1989,Pre 1919","2,3,6",19.7
4315,Non Residential,"1980-1989,Pre 1919","2,3,7",30.7
4316,Non Residential,"1980-1989,Pre 1919","2,3,8",11.8
4317,Non Residential,"1980-1989,Pre 1919","2,3,Undetermined",18.475
4318,Non Residential,"1980-1989,Pre 1919","2,4",16.590476190476192
4319,Non Residential,"1980-1989,Pre 1919","2,4,5",29.7
4320,Non Residential,"1980-1989,Pre 1919","2,4,5,6",29.9
4321,Non Residential,"1980-1989,Pre 1919","2,4,6",23.0
4322,Non Residential,"1980-1989,Pre 1919","2,4,7",32.8
4323,Non Residential,"1980-1989,Pre 1919","2,4,Undetermined",21.4
4324,Non Residential,"1980-1989,Pre 1919","2,5",23.16666666666666
4325,Non Residential,"1980-1989,Pre 1919","2,5,6",23.8
4326,Non Residential,"1980-1989,Pre 1919","2,5,6,8",30.8
4327,Non Residential,"1980-1989,Pre 1919","2,5,Undetermined",25.4
4328,Non Residential,"1980-1989,Pre 1919","2,6",24.507142857142856
4329,Non Residential,"1980-1989,Pre 1919","2,6,7",20.2
4330,Non Residential,"1980-1989,Pre 1919","2,6,8",49.7
4331,Non Residential,"1980-1989,Pre 1919","2,7",25.95
4332,Non Residential,"1980-1989,Pre 1919","2,8",24.65
4333,Non Residential,"1980-1989,Pre 1919","2,9",37.0
4334,Non Residential,"1980-1989,Pre 1919","2,93",9.3
4335,Non Residential,"1980-1989,Pre 1919","2,Undetermined",13.915789473684208
4336,Non Residential,"1980-1989,Pre 1919","20,3",85.8
4337,Non Residential,"1980-1989,Pre 1919","21,5,6,7",203.7
4338,Non Residential,"1980-1989,Pre 1919",3,15.624912280701752
4339,Non Residential,"1980-1989,Pre 1919","3,4",19.975124378109452
4340,Non Residential,"1980-1989,Pre 1919","3,4,5",27.930769230769233
4341,Non Residential,"1980-1989,Pre 1919","3,4,5,6",40.75
4342,Non Residential,"1980-1989,Pre 1919","3,4,5,6,9",24.1
4343,Non Residential,"1980-1989,Pre 1919","3,4,5,7",27.933333333333337
4344,Non Residential,"1980-1989,Pre 1919","3,4,5,Undetermined",29.950000000000003
4345,Non Residential,"1980-1989,Pre 1919","3,4,6",24.1
4346,Non Residential,"1980-1989,Pre 1919","3,4,6,8",34.8
4347,Non Residential,"1980-1989,Pre 1919","3,4,8",37.8
4348,Non Residential,"1980-1989,Pre 1919","3,4,9",19.3
4349,Non Residential,"1980-1989,Pre 1919","3,4,93",14.8
4350,Non Residential,"1980-1989,Pre 1919","3,4,Undetermined",21.26
4351,Non Residential,"1980-1989,Pre 1919","3,5",22.72244897959184
4352,Non Residential,"1980-1989,Pre 1919","3,5,6",25.300000000000004
4353,Non Residential,"1980-1989,Pre 1919","3,5,7",29.46666666666667
4354,Non Residential,"1980-1989,Pre 1919","3,6",25.5
4355,Non Residential,"1980-1989,Pre 1919","3,6,7",140.4
4356,Non Residential,"1980-1989,Pre 1919","3,6,7,8",52.0
4357,Non Residential,"1980-1989,Pre 1919","3,7",32.0
4358,Non Residential,"1980-1989,Pre 1919","3,7,8",34.7
4359,Non Residential,"1980-1989,Pre 1919","3,8",31.625
4360,Non Residential,"1980-1989,Pre 1919","3,9",6.4
4361,Non Residential,"1980-1989,Pre 1919","3,Undetermined",16.000000000000004
4362,Non Residential,"1980-1989,Pre 1919",4,22.01304347826087
4363,Non Residential,"1980-1989,Pre 1919","4,5",27.7685393258427
4364,Non Residential,"1980-1989,Pre 1919","4,5,6",31.75454545454545
4365,Non Residential,"1980-1989,Pre 1919","4,5,6,7",34.5
4366,Non Residential,"1980-1989,Pre 1919","4,5,6,Undetermined",27.2
4367,Non Residential,"1980-1989,Pre 1919","4,5,7",36.577777777777776
4368,Non Residential,"1980-1989,Pre 1919","4,5,7,8",31.7
4369,Non Residential,"1980-1989,Pre 1919","4,5,8",12.4
4370,Non Residential,"1980-1989,Pre 1919","4,6",30.392105263157898
4371,Non Residential,"1980-1989,Pre 1919","4,6,7",25.133333333333336
4372,Non Residential,"1980-1989,Pre 1919","4,6,8",29.35
4373,Non Residential,"1980-1989,Pre 1919","4,6,9",39.9
4374,Non Residential,"1980-1989,Pre 1919","4,6,Undetermined",23.9
4375,Non Residential,"1980-1989,Pre 1919","4,7",50.606666666666676
4376,Non Residential,"1980-1989,Pre 1919","4,8",29.9375
4377,Non Residential,"1980-1989,Pre 1919","4,9",37.36666666666667
4378,Non Residential,"1980-1989,Pre 1919","4,Undetermined",22.6
4379,Non Residential,"1980-1989,Pre 1919",5,30.213461538461537
4380,Non Residential,"1980-1989,Pre 1919","5,6",34.06037735849057
4381,Non Residential,"1980-1989,Pre 1919","5,6,7",40.075
4382,Non Residential,"1980-1989,Pre 1919","5,6,7,8",41.4
4383,Non Residential,"1980-1989,Pre 1919","5,6,8",36.9
4384,Non Residential,"1980-1989,Pre 1919","5,6,Undetermined",26.4
4385,Non Residential,"1980-1989,Pre 1919","5,7",35.77058823529411
4386,Non Residential,"1980-1989,Pre 1919","5,7,8",39.6
4387,Non Residential,"1980-1989,Pre 1919","5,8",35.22857142857143
4388,Non Residential,"1980-1989,Pre 1919","5,9",42.73333333333334
4389,Non Residential,"1980-1989,Pre 1919","5,Undetermined",35.4
4390,Non Residential,"1980-1989,Pre 1919",6,33.8
4391,Non Residential,"1980-1989,Pre 1919","6,7",32.09
4392,Non Residential,"1980-1989,Pre 1919","6,8",33.225
4393,Non Residential,"1980-1989,Pre 1919","6,9",43.0
4394,Non Residential,"1980-1989,Pre 1919","6,Undetermined",27.433333333333334
4395,Non Residential,"1980-1989,Pre 1919",7,35.48571428571429
4396,Non Residential,"1980-1989,Pre 1919","7,8",34.7
4397,Non Residential,"1980-1989,Pre 1919","7,8,Undetermined",23.9
4398,Non Residential,"1980-1989,Pre 1919","7,9",44.650000000000006
4399,Non Residential,"1980-1989,Pre 1919",8,36.400000000000006
4400,Non Residential,"1980-1989,Pre 1919","8,9",62.1
4401,Non Residential,"1980-1989,Pre 1919",9,33.0
4402,Non Residential,"1980-1989,Pre 1919,Unknown date",1,11.74
4403,Non Residential,"1980-1989,Pre 1919,Unknown date","1,10,3,Undetermined",10.5
4404,Non Residential,"1980-1989,Pre 1919,Unknown date","1,11,4,5,6,Undetermined",28.7
4405,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2",11.175
4406,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,3",16.63333333333333
4407,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,3,4",15.8
4408,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,3,4,5,7,Undetermined",33.3
4409,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,3,4,5,Undetermined",68.8
4410,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,3,4,Undetermined",16.977777777777778
4411,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,3,5,Undetermined",29.6
4412,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,3,6,7,Undetermined",39.9
4413,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,3,Undetermined",16.954545454545453
4414,Non Residential,"1980-1989,Pre 1919,Unknown date","1,2,Undetermined",13.447058823529416
4415,Non Residential,"1980-1989,Pre 1919,Unknown date","1,3",19.9
4416,Non Residential,"1980-1989,Pre 1919,Unknown date","1,3,4,6",17.6
4417,Non Residential,"1980-1989,Pre 1919,Unknown date","1,3,4,Undetermined",30.5
4418,Non Residential,"1980-1989,Pre 1919,Unknown date","1,3,6,9,Undetermined",36.7
4419,Non Residential,"1980-1989,Pre 1919,Unknown date","1,3,Undetermined",13.818750000000001
4420,Non Residential,"1980-1989,Pre 1919,Unknown date","1,4",18.6
4421,Non Residential,"1980-1989,Pre 1919,Unknown date","1,4,5",24.4
4422,Non Residential,"1980-1989,Pre 1919,Unknown date","1,4,Undetermined",23.36
4423,Non Residential,"1980-1989,Pre 1919,Unknown date","1,9,Undetermined",28.0
4424,Non Residential,"1980-1989,Pre 1919,Unknown date","1,Undetermined",12.533333333333333
4425,Non Residential,"1980-1989,Pre 1919,Unknown date","12,2,Undetermined",72.6
4426,Non Residential,"1980-1989,Pre 1919,Unknown date","15,2,6,Undetermined",62.1
4427,Non Residential,"1980-1989,Pre 1919,Unknown date","2,3,4,5,Undetermined",32.1
4428,Non Residential,"1980-1989,Pre 1919,Unknown date","2,3,4,Undetermined",19.75
4429,Non Residential,"1980-1989,Pre 1919,Unknown date","2,3,Undetermined",16.733333333333334
4430,Non Residential,"1980-1989,Pre 1919,Unknown date","2,4,Undetermined",16.5
4431,Non Residential,"1980-1989,Pre 1919,Unknown date","2,5,Undetermined",17.0
4432,Non Residential,"1980-1989,Pre 1919,Unknown date","2,6,Undetermined",30.1
4433,Non Residential,"1980-1989,Pre 1919,Unknown date","2,Undetermined",13.680000000000001
4434,Non Residential,"1980-1989,Pre 1919,Unknown date","22,5,Undetermined",101.8
4435,Non Residential,"1980-1989,Pre 1919,Unknown date","3,4,5,Undetermined",17.6
4436,Non Residential,"1980-1989,Pre 1919,Unknown date","3,4,Undetermined",16.616666666666667
4437,Non Residential,"1980-1989,Pre 1919,Unknown date","3,5,Undetermined",32.0
4438,Non Residential,"1980-1989,Pre 1919,Unknown date","3,6,Undetermined",18.9
4439,Non Residential,"1980-1989,Pre 1919,Unknown date","3,7,Undetermined",28.7
4440,Non Residential,"1980-1989,Pre 1919,Unknown date","3,Undetermined",21.94
4441,Non Residential,"1980-1989,Pre 1919,Unknown date","4,5,6,Undetermined",42.2
4442,Non Residential,"1980-1989,Pre 1919,Unknown date","4,5,Undetermined",25.0
4443,Non Residential,"1980-1989,Pre 1919,Unknown date","4,6,Undetermined",61.2
4444,Non Residential,"1980-1989,Pre 1919,Unknown date","6,Undetermined",37.7
4445,Non Residential,"1980-1989,Unknown date",1,9.037916666666666
4446,Non Residential,"1980-1989,Unknown date","1,10,Undetermined",35.8
4447,Non Residential,"1980-1989,Unknown date","1,16,17,2,87,Undetermined",309.7
4448,Non Residential,"1980-1989,Unknown date","1,2",10.748780487804877
4449,Non Residential,"1980-1989,Unknown date","1,2,3",14.76
4450,Non Residential,"1980-1989,Unknown date","1,2,3,4,5,6,Undetermined",37.8
4451,Non Residential,"1980-1989,Unknown date","1,2,3,4,5,Undetermined",103.0
4452,Non Residential,"1980-1989,Unknown date","1,2,3,4,Undetermined",22.057142857142857
4453,Non Residential,"1980-1989,Unknown date","1,2,3,5,6,Undetermined",12.4
4454,Non Residential,"1980-1989,Unknown date","1,2,3,5,Undetermined",24.3
4455,Non Residential,"1980-1989,Unknown date","1,2,3,6,9,Undetermined",39.3
4456,Non Residential,"1980-1989,Unknown date","1,2,3,Undetermined",16.429411764705883
4457,Non Residential,"1980-1989,Unknown date","1,2,4,6,7,9,Undetermined",54.9
4458,Non Residential,"1980-1989,Unknown date","1,2,4,Undetermined",20.785714285714285
4459,Non Residential,"1980-1989,Unknown date","1,2,5,7,8,Undetermined",13.5
4460,Non Residential,"1980-1989,Unknown date","1,2,5,Undetermined",26.1
4461,Non Residential,"1980-1989,Unknown date","1,2,7,Undetermined",26.4
4462,Non Residential,"1980-1989,Unknown date","1,2,Undetermined",12.680320366132724
4463,Non Residential,"1980-1989,Unknown date","1,23",92.75
4464,Non Residential,"1980-1989,Unknown date","1,3",13.8125
4465,Non Residential,"1980-1989,Unknown date","1,3,4",25.3
4466,Non Residential,"1980-1989,Unknown date","1,3,4,6,8,9,Undetermined",34.1
4467,Non Residential,"1980-1989,Unknown date","1,3,4,Undetermined",20.0
4468,Non Residential,"1980-1989,Unknown date","1,3,5,Undetermined",31.45
4469,Non Residential,"1980-1989,Unknown date","1,3,6,Undetermined",23.8
4470,Non Residential,"1980-1989,Unknown date","1,3,9",39.7
4471,Non Residential,"1980-1989,Unknown date","1,3,Undetermined",15.197727272727274
4472,Non Residential,"1980-1989,Unknown date","1,4",15.916666666666666
4473,Non Residential,"1980-1989,Unknown date","1,4,5,8",32.8
4474,Non Residential,"1980-1989,Unknown date","1,4,5,Undetermined",9.3
4475,Non Residential,"1980-1989,Unknown date","1,4,Undetermined",18.241666666666667
4476,Non Residential,"1980-1989,Unknown date","1,5",14.7
4477,Non Residential,"1980-1989,Unknown date","1,5,Undetermined",8.5
4478,Non Residential,"1980-1989,Unknown date","1,6,9,Undetermined",27.5
4479,Non Residential,"1980-1989,Unknown date","1,6,Undetermined",28.099999999999998
4480,Non Residential,"1980-1989,Unknown date","1,7,Undetermined",71.83333333333334
4481,Non Residential,"1980-1989,Unknown date","1,9",6.7
4482,Non Residential,"1980-1989,Unknown date","1,9,Undetermined",41.2
4483,Non Residential,"1980-1989,Unknown date","1,Undetermined",9.921153050850974
4484,Non Residential,"1980-1989,Unknown date","10,17,Undetermined",78.8
4485,Non Residential,"1980-1989,Unknown date","10,2,Undetermined",30.6
4486,Non Residential,"1980-1989,Unknown date","10,4,Undetermined",46.4
4487,Non Residential,"1980-1989,Unknown date","10,Undetermined",32.099999999999994
4488,Non Residential,"1980-1989,Unknown date","11,4,Undetermined",6.7
4489,Non Residential,"1980-1989,Unknown date","11,8,Undetermined",51.2
4490,Non Residential,"1980-1989,Unknown date","11,Undetermined",38.575
4491,Non Residential,"1980-1989,Unknown date","12,3,Undetermined",56.0
4492,Non Residential,"1980-1989,Unknown date","12,Undetermined",20.0
4493,Non Residential,"1980-1989,Unknown date","13,9,Undetermined",75.7
4494,Non Residential,"1980-1989,Unknown date","13,Undetermined",55.699999999999996
4495,Non Residential,"1980-1989,Unknown date","14,4,Undetermined",59.0
4496,Non Residential,"1980-1989,Unknown date","14,Undetermined",66.6
4497,Non Residential,"1980-1989,Unknown date","16,Undetermined",87.3
4498,Non Residential,"1980-1989,Unknown date","19,5,Undetermined",86.3
4499,Non Residential,"1980-1989,Unknown date",2,12.790000000000001
4500,Non Residential,"1980-1989,Unknown date","2,3",6.45
4501,Non Residential,"1980-1989,Unknown date","2,3,4,5,6,Undetermined",14.4
4502,Non Residential,"1980-1989,Unknown date","2,3,4,5,Undetermined",14.8
4503,Non Residential,"1980-1989,Unknown date","2,3,4,Undetermined",14.533333333333333
4504,Non Residential,"1980-1989,Unknown date","2,3,5,Undetermined",20.950000000000003
4505,Non Residential,"1980-1989,Unknown date","2,3,Undetermined",16.428260869565218
4506,Non Residential,"1980-1989,Unknown date","2,4",15.7
4507,Non Residential,"1980-1989,Unknown date","2,4,6,Undetermined",7.3
4508,Non Residential,"1980-1989,Unknown date","2,4,Undetermined",18.380000000000003
4509,Non Residential,"1980-1989,Unknown date","2,5,Undetermined",30.424999999999997
4510,Non Residential,"1980-1989,Unknown date","2,7,8,Undetermined",93.1
4511,Non Residential,"1980-1989,Unknown date","2,7,Undetermined",33.5
4512,Non Residential,"1980-1989,Unknown date","2,8,9,Undetermined",33.2
4513,Non Residential,"1980-1989,Unknown date","2,8,Undetermined",31.1
4514,Non Residential,"1980-1989,Unknown date","2,9,Undetermined",34.4
4515,Non Residential,"1980-1989,Unknown date","2,Undetermined",11.776959619952494
4516,Non Residential,"1980-1989,Unknown date","23,4,Undetermined",13.3
