,map_simple_use,premise_age,premise_floor_count,weighted_average_height
4517,Non Residential,"1980-1989,Unknown date",3,21.85
4518,Non Residential,"1980-1989,Unknown date","3,4,5,Undetermined",14.8
4519,Non Residential,"1980-1989,Unknown date","3,4,Undetermined",18.099999999999998
4520,Non Residential,"1980-1989,Unknown date","3,7,Undetermined",24.0
4521,Non Residential,"1980-1989,Unknown date","3,Undetermined",15.945000000000002
4522,Non Residential,"1980-1989,Unknown date",4,18.46666666666667
4523,Non Residential,"1980-1989,Unknown date","4,5,6,Undetermined",18.1
4524,Non Residential,"1980-1989,Unknown date","4,5,Undetermined",26.5
4525,Non Residential,"1980-1989,Unknown date","4,6,Undetermined",36.95
4526,Non Residential,"1980-1989,Unknown date","4,7,Undetermined",32.8
4527,Non Residential,"1980-1989,Unknown date","4,9,Undetermined",34.4
4528,Non Residential,"1980-1989,Unknown date","4,Undetermined",19.6989010989011
4529,Non Residential,"1980-1989,Unknown date","5,6,Undetermined",23.299999999999997
4530,Non Residential,"1980-1989,Unknown date","5,Undetermined",21.53469387755102
4531,Non Residential,"1980-1989,Unknown date","6,7,8,9,Undetermined",14.1
4532,Non Residential,"1980-1989,Unknown date","6,Undetermined",28.72666666666667
4533,Non Residential,"1980-1989,Unknown date","60,Undetermined",8.8
4534,Non Residential,"1980-1989,Unknown date","7,Undetermined",26.963636363636365
4535,Non Residential,"1980-1989,Unknown date","8,9,Undetermined",35.4
4536,Non Residential,"1980-1989,Unknown date","8,Undetermined",47.55
4537,Non Residential,"1980-1989,Unknown date","9,Undetermined",79.7
4538,Non Residential,1990-1999,1,9.06512163649805
4539,Non Residential,1990-1999,"1,10,2",23.5
4540,Non Residential,1990-1999,"1,2",10.372490221642764
4541,Non Residential,1990-1999,"1,2,3",14.226785714285713
4542,Non Residential,1990-1999,"1,2,3,4",15.14
4543,Non Residential,1990-1999,"1,2,3,4,5",13.4
4544,Non Residential,1990-1999,"1,2,3,5,6",17.8
4545,Non Residential,1990-1999,"1,2,Undetermined",19.54
4546,Non Residential,1990-1999,"1,3",12.930588235294117
4547,Non Residential,1990-1999,"1,3,4",15.675
4548,Non Residential,1990-1999,"1,3,5",18.8
4549,Non Residential,1990-1999,"1,4",19.88181818181818
4550,Non Residential,1990-1999,"1,5",19.46666666666667
4551,Non Residential,1990-1999,"1,6",18.333333333333332
4552,Non Residential,1990-1999,"1,7",27.8
4553,Non Residential,1990-1999,"1,8",29.35
4554,Non Residential,1990-1999,"1,9",39.0
4555,Non Residential,1990-1999,"1,Undetermined",20.328571428571426
4556,Non Residential,1990-1999,10,36.29642857142857
4557,Non Residential,1990-1999,"10,14",84.0
4558,Non Residential,1990-1999,"10,3",45.8
4559,Non Residential,1990-1999,"10,6,8",46.1
4560,Non Residential,1990-1999,"10,8",39.6
4561,Non Residential,1990-1999,"10,Undetermined",14.6
4562,Non Residential,1990-1999,11,45.699999999999996
4563,Non Residential,1990-1999,"11,3",11.7
4564,Non Residential,1990-1999,12,88.0
4565,Non Residential,1990-1999,"12,2,5",43.7
4566,Non Residential,1990-1999,13,26.875
4567,Non Residential,1990-1999,14,8.166666666666666
4568,Non Residential,1990-1999,"14,18,3",89.8
4569,Non Residential,1990-1999,15,63.2
4570,Non Residential,1990-1999,"15,3,6",57.3
4571,Non Residential,1990-1999,16,60.800000000000004
4572,Non Residential,1990-1999,"16,5",12.4
4573,Non Residential,1990-1999,17,77.3
4574,Non Residential,1990-1999,"18,3",62.6
4575,Non Residential,1990-1999,19,56.1
4576,Non Residential,1990-1999,2,9.827692597121626
4577,Non Residential,1990-1999,"2,3",14.394776119402986
4578,Non Residential,1990-1999,"2,3,4",14.466666666666667
4579,Non Residential,1990-1999,"2,3,4,5",22.5
4580,Non Residential,1990-1999,"2,3,5",17.8
4581,Non Residential,1990-1999,"2,3,5,6",11.5
4582,Non Residential,1990-1999,"2,3,Undetermined",16.6
4583,Non Residential,1990-1999,"2,4",15.084615384615384
4584,Non Residential,1990-1999,"2,4,5",25.9
4585,Non Residential,1990-1999,"2,5",14.925
4586,Non Residential,1990-1999,"2,5,9",20.8
4587,Non Residential,1990-1999,"2,6",33.35
4588,Non Residential,1990-1999,"2,8",18.6
4589,Non Residential,1990-1999,"2,9",35.2
4590,Non Residential,1990-1999,"2,Undetermined",10.857142857142856
4591,Non Residential,1990-1999,20,64.3
4592,Non Residential,1990-1999,"20,8",78.2
4593,Non Residential,1990-1999,21,30.366666666666664
4594,Non Residential,1990-1999,25,14.7
4595,Non Residential,1990-1999,3,13.321605839416057
4596,Non Residential,1990-1999,"3,4",18.04782608695652
4597,Non Residential,1990-1999,"3,4,5",17.0
4598,Non Residential,1990-1999,"3,4,6",16.5
4599,Non Residential,1990-1999,"3,5",16.580000000000002
4600,Non Residential,1990-1999,"3,5,6",16.7
4601,Non Residential,1990-1999,"3,5,8",28.0
4602,Non Residential,1990-1999,"3,6",25.1
4603,Non Residential,1990-1999,"3,Undetermined",21.58
4604,Non Residential,1990-1999,32,156.0
4605,Non Residential,1990-1999,4,17.35954415954416
4606,Non Residential,1990-1999,"4,5",18.963157894736845
4607,Non Residential,1990-1999,"4,5,6,7",16.5
4608,Non Residential,1990-1999,"4,6",30.15
4609,Non Residential,1990-1999,"4,Undetermined",23.450000000000003
4610,Non Residential,1990-1999,40,10.1
4611,Non Residential,1990-1999,5,21.04868913857678
4612,Non Residential,1990-1999,"5,6",18.685714285714287
4613,Non Residential,1990-1999,6,24.569852941176467
4614,Non Residential,1990-1999,"6,7",27.1
4615,Non Residential,1990-1999,"6,8",35.0
4616,Non Residential,1990-1999,60,11.5
4617,Non Residential,1990-1999,7,28.4421686746988
4618,Non Residential,1990-1999,"7,8",34.0
4619,Non Residential,1990-1999,74,11.8
4620,Non Residential,1990-1999,8,32.21666666666666
4621,Non Residential,1990-1999,"8,9",42.7
4622,Non Residential,1990-1999,9,33.17058823529412
4623,Non Residential,"1990-1999,Post 1999",1,12.3
4624,Non Residential,"1990-1999,Post 1999","1,2",10.2
4625,Non Residential,"1990-1999,Post 1999,Pre 1919",2,9.8
4626,Non Residential,"1990-1999,Post 1999,Pre 1919,Unknown date","1,4,Undetermined",18.7
4627,Non Residential,"1990-1999,Pre 1919",1,10.498333333333333
4628,Non Residential,"1990-1999,Pre 1919","1,2",11.010062893081761
4629,Non Residential,"1990-1999,Pre 1919","1,2,3",14.212903225806452
4630,Non Residential,"1990-1999,Pre 1919","1,2,3,4",22.3
4631,Non Residential,"1990-1999,Pre 1919","1,2,3,6",24.1
4632,Non Residential,"1990-1999,Pre 1919","1,2,4",16.8
4633,Non Residential,"1990-1999,Pre 1919","1,2,6",11.2
4634,Non Residential,"1990-1999,Pre 1919","1,2,9",46.1
4635,Non Residential,"1990-1999,Pre 1919","1,2,Undetermined",14.7
4636,Non Residential,"1990-1999,Pre 1919","1,3",13.084375
4637,Non Residential,"1990-1999,Pre 1919","1,3,5",21.2
4638,Non Residential,"1990-1999,Pre 1919","1,3,Undetermined",18.2
4639,Non Residential,"1990-1999,Pre 1919","1,4",16.633333333333333
4640,Non Residential,"1990-1999,Pre 1919","1,6",28.6
4641,Non Residential,"1990-1999,Pre 1919","1,Undetermined",15.6
4642,Non Residential,"1990-1999,Pre 1919",2,12.244186046511627
4643,Non Residential,"1990-1999,Pre 1919","2,3",14.371052631578948
4644,Non Residential,"1990-1999,Pre 1919","2,3,4",17.82
4645,Non Residential,"1990-1999,Pre 1919","2,3,5",15.5
4646,Non Residential,"1990-1999,Pre 1919","2,3,7",23.6
4647,Non Residential,"1990-1999,Pre 1919","2,3,Undetermined",10.1
4648,Non Residential,"1990-1999,Pre 1919","2,4",18.94
4649,Non Residential,"1990-1999,Pre 1919","2,4,5",20.425
4650,Non Residential,"1990-1999,Pre 1919","2,4,Undetermined",19.7
4651,Non Residential,"1990-1999,Pre 1919","2,5",26.96666666666667
4652,Non Residential,"1990-1999,Pre 1919",3,15.58571428571428
4653,Non Residential,"1990-1999,Pre 1919","3,4",16.53333333333333
4654,Non Residential,"1990-1999,Pre 1919","3,4,5",25.8
4655,Non Residential,"1990-1999,Pre 1919","3,4,6",14.5
4656,Non Residential,"1990-1999,Pre 1919","3,8",31.4
4657,Non Residential,"1990-1999,Pre 1919","3,Undetermined",13.5
4658,Non Residential,"1990-1999,Pre 1919",4,22.45
4659,Non Residential,"1990-1999,Pre 1919","4,5",18.12
4660,Non Residential,"1990-1999,Pre 1919","4,7",28.5
4661,Non Residential,"1990-1999,Pre 1919",5,27.45
4662,Non Residential,"1990-1999,Pre 1919","5,6",46.800000000000004
4663,Non Residential,"1990-1999,Pre 1919",6,101.8
4664,Non Residential,"1990-1999,Pre 1919,Unknown date","1,2,3,Undetermined",17.6
4665,Non Residential,"1990-1999,Pre 1919,Unknown date","1,2,Undetermined",8.6
4666,Non Residential,"1990-1999,Pre 1919,Unknown date","1,3,Undetermined",12.8
4667,Non Residential,"1990-1999,Pre 1919,Unknown date","1,4,Undetermined",24.15
4668,Non Residential,"1990-1999,Pre 1919,Unknown date","1,Undetermined",8.799999999999999
4669,Non Residential,"1990-1999,Pre 1919,Unknown date","2,3,4,Undetermined",17.7
4670,Non Residential,"1990-1999,Pre 1919,Unknown date","2,3,Undetermined",18.05
4671,Non Residential,"1990-1999,Pre 1919,Unknown date","2,Undetermined",14.5
4672,Non Residential,"1990-1999,Pre 1919,Unknown date","3,Undetermined",12.95
4673,Non Residential,"1990-1999,Pre 1919,Unknown date","4,5,6,Undetermined",28.3
4674,Non Residential,"1990-1999,Pre 1919,Unknown date","4,5,Undetermined",23.6
4675,Non Residential,"1990-1999,Unknown date",1,10.984000000000002
4676,Non Residential,"1990-1999,Unknown date","1,13,6,Undetermined",35.0
4677,Non Residential,"1990-1999,Unknown date","1,2",11.675
4678,Non Residential,"1990-1999,Unknown date","1,2,3,4,Undetermined",21.900000000000002
4679,Non Residential,"1990-1999,Unknown date","1,2,3,Undetermined",15.81818181818182
4680,Non Residential,"1990-1999,Unknown date","1,2,4,Undetermined",28.6
4681,Non Residential,"1990-1999,Unknown date","1,2,9",9.3
4682,Non Residential,"1990-1999,Unknown date","1,2,Undetermined",12.967708333333333
4683,Non Residential,"1990-1999,Unknown date","1,3",22.4
4684,Non Residential,"1990-1999,Unknown date","1,3,Undetermined",14.445454545454545
4685,Non Residential,"1990-1999,Unknown date","1,6,7,Undetermined",25.7
4686,Non Residential,"1990-1999,Unknown date","1,9",11.05
4687,Non Residential,"1990-1999,Unknown date","1,Undetermined",9.466115702479339
4688,Non Residential,"1990-1999,Unknown date","2,3,Undetermined",15.549999999999999
4689,Non Residential,"1990-1999,Unknown date","2,4,Undetermined",21.066666666666666
4690,Non Residential,"1990-1999,Unknown date","2,9",12.1
4691,Non Residential,"1990-1999,Unknown date","2,Undetermined",11.066935483870967
4692,Non Residential,"1990-1999,Unknown date","3,4,Undetermined",18.3
4693,Non Residential,"1990-1999,Unknown date","3,6,Undetermined",32.4
4694,Non Residential,"1990-1999,Unknown date","3,Undetermined",15.396428571428574
4695,Non Residential,"1990-1999,Unknown date","4,5,6,Undetermined",26.1
4696,Non Residential,"1990-1999,Unknown date","4,Undetermined",16.450000000000003
4697,Non Residential,"1990-1999,Unknown date","5,Undetermined",19.68
4698,Non Residential,"1990-1999,Unknown date","6,Undetermined",24.6
4699,Non Residential,Post 1999,1,8.528812586221576
4700,Non Residential,Post 1999,"1,10",23.55
4701,Non Residential,Post 1999,"1,10,2",6.2
4702,Non Residential,Post 1999,"1,10,2,3,4",34.9
4703,Non Residential,Post 1999,"1,11,2",10.4
4704,Non Residential,Post 1999,"1,12,5",42.4
4705,Non Residential,Post 1999,"1,15,5,6",44.2
4706,Non Residential,Post 1999,"1,2",10.769835680751173
4707,Non Residential,Post 1999,"1,2,3",14.383898305084745
4708,Non Residential,Post 1999,"1,2,3,4",19.4
4709,Non Residential,Post 1999,"1,2,3,4,5",24.67142857142857
4710,Non Residential,Post 1999,"1,2,3,4,5,Undetermined",18.2
4711,Non Residential,Post 1999,"1,2,3,5",26.8
4712,Non Residential,Post 1999,"1,2,3,5,6",14.8
4713,Non Residential,Post 1999,"1,2,3,5,Undetermined",20.2
4714,Non Residential,Post 1999,"1,2,3,Undetermined",17.85
4715,Non Residential,Post 1999,"1,2,4",16.346153846153843
4716,Non Residential,Post 1999,"1,2,5",20.25
4717,Non Residential,Post 1999,"1,2,5,6",28.549999999999997
4718,Non Residential,Post 1999,"1,2,6",22.3
4719,Non Residential,Post 1999,"1,2,6,7",39.6
4720,Non Residential,Post 1999,"1,2,8",12.0
4721,Non Residential,Post 1999,"1,2,Undetermined",14.085714285714285
4722,Non Residential,Post 1999,"1,3",14.124499999999998
4723,Non Residential,Post 1999,"1,3,4",20.650000000000002
4724,Non Residential,Post 1999,"1,3,4,5",19.285714285714285
4725,Non Residential,Post 1999,"1,3,4,Undetermined",20.9
4726,Non Residential,Post 1999,"1,3,5",26.233333333333334
4727,Non Residential,Post 1999,"1,4",17.608695652173914
4728,Non Residential,Post 1999,"1,4,5",14.850000000000001
4729,Non Residential,Post 1999,"1,4,Undetermined",26.4
4730,Non Residential,Post 1999,"1,5",20.24285714285714
4731,Non Residential,Post 1999,"1,5,6",23.95
4732,Non Residential,Post 1999,"1,5,9",27.8
4733,Non Residential,Post 1999,"1,6",17.975
4734,Non Residential,Post 1999,"1,7",29.0
4735,Non Residential,Post 1999,"1,74",7.25
4736,Non Residential,Post 1999,"1,8",18.7
4737,Non Residential,Post 1999,"1,9",5.9
4738,Non Residential,Post 1999,"1,Undetermined",19.543333333333333
4739,Non Residential,Post 1999,10,36.56
4740,Non Residential,Post 1999,"10,11,13,6,9",12.1
4741,Non Residential,Post 1999,"10,11,6,7,8,9",42.6
4742,Non Residential,Post 1999,"10,12",42.5
4743,Non Residential,Post 1999,"10,20,8",33.6
4744,Non Residential,Post 1999,"10,4",57.6
4745,Non Residential,Post 1999,"10,6,8",31.0
4746,Non Residential,Post 1999,"10,7",10.1
4747,Non Residential,Post 1999,"10,9",44.0
4748,Non Residential,Post 1999,11,32.82142857142857
4749,Non Residential,Post 1999,"11,13,14",53.3
4750,Non Residential,Post 1999,"11,13,5",55.9
4751,Non Residential,Post 1999,"11,14,8",38.6
4752,Non Residential,Post 1999,"11,15,7,9",52.2
4753,Non Residential,Post 1999,"11,2",9.4
4754,Non Residential,Post 1999,"11,20",61.6
4755,Non Residential,Post 1999,"11,3",35.4
4756,Non Residential,Post 1999,"11,4",24.849999999999998
4757,Non Residential,Post 1999,"11,6",34.1
4758,Non Residential,Post 1999,"11,7,9",47.0
4759,Non Residential,Post 1999,"11,9",31.7
4760,Non Residential,Post 1999,12,35.2030303030303
4761,Non Residential,Post 1999,"12,5",69.9
4762,Non Residential,Post 1999,"12,5,6,7,8",37.1
4763,Non Residential,Post 1999,"12,9",38.9
4764,Non Residential,Post 1999,13,34.364285714285714
4765,Non Residential,Post 1999,"13,16,2",47.0
4766,Non Residential,Post 1999,"13,5,7,8",48.4
4767,Non Residential,Post 1999,"13,8",51.0
4768,Non Residential,Post 1999,14,38.69499999999999
4769,Non Residential,Post 1999,"14,15,7",55.3
4770,Non Residential,Post 1999,"14,20,5,7",15.5
4771,Non Residential,Post 1999,"14,24,29,32",106.1
4772,Non Residential,Post 1999,15,39.912499999999994
4773,Non Residential,Post 1999,"15,20,7",69.6
4774,Non Residential,Post 1999,16,52.50999999999999
4775,Non Residential,Post 1999,"16,9",48.0
4776,Non Residential,Post 1999,17,40.45
4777,Non Residential,Post 1999,"17,9",13.8
4778,Non Residential,Post 1999,18,64.33333333333333
4779,Non Residential,Post 1999,"18,2",6.2
4780,Non Residential,Post 1999,19,71.25
4781,Non Residential,Post 1999,2,9.469074358931271
4782,Non Residential,Post 1999,"2,3",13.364890282131661
4783,Non Residential,Post 1999,"2,3,4",16.099999999999998
4784,Non Residential,Post 1999,"2,3,4,5",23.549999999999997
4785,Non Residential,Post 1999,"2,3,4,5,7",21.7
4786,Non Residential,Post 1999,"2,3,4,6",13.2
4787,Non Residential,Post 1999,"2,3,5",15.9
4788,Non Residential,Post 1999,"2,3,6",20.3
4789,Non Residential,Post 1999,"2,3,Undetermined",16.7
4790,Non Residential,Post 1999,"2,4",18.390697674418607
4791,Non Residential,Post 1999,"2,4,5",36.3
4792,Non Residential,Post 1999,"2,4,6",13.2
4793,Non Residential,Post 1999,"2,4,Undetermined",20.7
4794,Non Residential,Post 1999,"2,5",22.32941176470588
4795,Non Residential,Post 1999,"2,5,6",22.7
4796,Non Residential,Post 1999,"2,6",29.5
4797,Non Residential,Post 1999,"2,6,7",32.3
4798,Non Residential,Post 1999,"2,6,8",66.6
4799,Non Residential,Post 1999,"2,7",18.2
4800,Non Residential,Post 1999,"2,7,8",27.8
4801,Non Residential,Post 1999,"2,8",35.0
4802,Non Residential,Post 1999,"2,9",10.2
4803,Non Residential,Post 1999,"2,Undetermined",16.78
4804,Non Residential,Post 1999,20,22.35
4805,Non Residential,Post 1999,"20,3",39.8
4806,Non Residential,Post 1999,21,42.65555555555556
4807,Non Residential,Post 1999,22,12.7
4808,Non Residential,Post 1999,"22,5",68.2
4809,Non Residential,Post 1999,23,129.8
4810,Non Residential,Post 1999,25,51.945454545454545
4811,Non Residential,Post 1999,27,76.3
4812,Non Residential,Post 1999,28,86.8
4813,Non Residential,Post 1999,29,82.4
4814,Non Residential,Post 1999,3,13.413173491379311
4815,Non Residential,Post 1999,"3,4",16.539080459770112
4816,Non Residential,Post 1999,"3,4,5",16.966666666666665
4817,Non Residential,Post 1999,"3,4,5,7,9",46.5
4818,Non Residential,Post 1999,"3,4,6",30.86666666666667
4819,Non Residential,Post 1999,"3,4,6,7,8",35.4
4820,Non Residential,Post 1999,"3,4,6,Undetermined",66.5
4821,Non Residential,Post 1999,"3,4,Undetermined",8.1
4822,Non Residential,Post 1999,"3,47",162.0
4823,Non Residential,Post 1999,"3,5",23.152631578947368
4824,Non Residential,Post 1999,"3,5,6",19.400000000000002
4825,Non Residential,Post 1999,"3,5,9",50.1
4826,Non Residential,Post 1999,"3,6",19.566666666666666
4827,Non Residential,Post 1999,"3,6,7,8",32.2
4828,Non Residential,Post 1999,"3,6,8",24.8
4829,Non Residential,Post 1999,"3,7",23.474999999999998
4830,Non Residential,Post 1999,"3,7,8",31.0
4831,Non Residential,Post 1999,"3,9",29.4
4832,Non Residential,Post 1999,"3,Undetermined",15.483333333333333
4833,Non Residential,Post 1999,30,45.56666666666666
4834,Non Residential,Post 1999,34,93.03333333333335
4835,Non Residential,Post 1999,35,151.2
4836,Non Residential,Post 1999,36,101.0
4837,Non Residential,Post 1999,37,49.2
4838,Non Residential,Post 1999,39,108.3
4839,Non Residential,Post 1999,4,17.27393860222077
4840,Non Residential,Post 1999,"4,5",21.2175
4841,Non Residential,Post 1999,"4,5,6",21.910000000000004
4842,Non Residential,Post 1999,"4,5,6,7",12.3
4843,Non Residential,Post 1999,"4,5,6,8",19.5
4844,Non Residential,Post 1999,"4,6",20.8
4845,Non Residential,Post 1999,"4,6,8",16.8
4846,Non Residential,Post 1999,"4,7,8",26.2
4847,Non Residential,Post 1999,"4,8",24.7
4848,Non Residential,Post 1999,"4,9",15.6
4849,Non Residential,Post 1999,"4,Undetermined",18.66
4850,Non Residential,Post 1999,40,9.8
4851,Non Residential,Post 1999,5,18.791830065359477
4852,Non Residential,Post 1999,"5,6",23.257142857142856
4853,Non Residential,Post 1999,"5,6,8,9",28.4
4854,Non Residential,Post 1999,"5,6,9",29.6
4855,Non Residential,Post 1999,"5,7",21.850000000000005
4856,Non Residential,Post 1999,"5,7,8",27.9
4857,Non Residential,Post 1999,"5,7,8,9",28.3
4858,Non Residential,Post 1999,"5,7,9",29.4
4859,Non Residential,Post 1999,"5,8",25.225
4860,Non Residential,Post 1999,"5,9",23.9
4861,Non Residential,Post 1999,"5,Undetermined",22.15
4862,Non Residential,Post 1999,6,20.911807228915663
4863,Non Residential,Post 1999,"6,7",23.116666666666664
4864,Non Residential,Post 1999,"6,7,8",36.7
4865,Non Residential,Post 1999,"6,8",29.325000000000003
4866,Non Residential,Post 1999,"6,9",27.9
4867,Non Residential,Post 1999,"6,Undetermined",23.53333333333333
4868,Non Residential,Post 1999,7,24.2448132780083
4869,Non Residential,Post 1999,"7,8",33.175000000000004
4870,Non Residential,Post 1999,"7,8,9",37.4
4871,Non Residential,Post 1999,"7,8,Undetermined",24.8
4872,Non Residential,Post 1999,"7,9",31.72
4873,Non Residential,Post 1999,"7,Undetermined",17.8
4874,Non Residential,Post 1999,8,24.761627906976745
4875,Non Residential,Post 1999,"8,9",11.9
4876,Non Residential,Post 1999,"8,9,Undetermined",45.2
4877,Non Residential,Post 1999,"8,Undetermined",12.1
4878,Non Residential,Post 1999,9,25.806666666666665
4879,Non Residential,Post 1999,"9,Undetermined",32.1
4880,Non Residential,"Post 1999,Pre 1919","1,2",9.5
